Gene,Symbol_donor1_rep1,t_0m_nascent_readcount_donor1_rep1,t_15m_nascent_readcount_donor1_rep1,t_30m_nascent_readcount_donor1_rep1,t_60m_nascent_readcount_donor1_rep1,t_90m_nascent_readcount_donor1_rep1,t_105m_nascent_readcount_donor1_rep1,t_120m_nascent_readcount_donor1_rep1,Symbol_donor1_rep2,t_0m_nascent_readcount_donor1_rep2,t_15m_nascent_readcount_donor1_rep2,t_30m_nascent_readcount_donor1_rep2,t_60m_nascent_readcount_donor1_rep2,t_90m_nascent_readcount_donor1_rep2,t_105m_nascent_readcount_donor1_rep2,t_120m_nascent_readcount_donor1_rep2
ENSG00000224051,CPTP,2.5168000000000004,1.4352,3.8181,2.6691,4.3260000000000005,1.449,8.7494,CPTP,6.769,3.7728,0.6722999999999999,2.7538,8.8508,7.312399999999999,12.4431
ENSG00000169962,TAS1R3,0,0,0,0,0,0,0,TAS1R3,1.683,0,0,NA,0,1.9587,0
ENSG00000179403,VWA1,0,0,1.6206,1.6354000000000002,0,1.2191999999999998,0,VWA1,0,0,0,0,0.784,1.2456,1.005
ENSG00000215915,ATAD3C,0,0,0,NA,0,0,0,ATAD3C,0,0,0,NA,0,1.04824401,0
ENSG00000158109,TPRG1L,38.762125,58.110325,38.6815,42.862,34.5092,54.4288,15.9822,TPRG1L,39.1406,8.251800000000001,29.1623,9.1877,33.4196,22.096400000000003,10.7408
ENSG00000078900,TP73,0,0,NA,NA,0,0,NA,TP73,NA,NA,0,NA,NA,0,NA
ENSG00000235169,SMIM1,0,0,0,0,0,0,0,SMIM1,0,0,0,0,0,0,0.9156
ENSG00000169598,DFFB,1.79595,0.5796,3.5025,2.7378,1.8515,1.68805,0,DFFB,0,0,0.8679,2.7209000000000003,0,2.4206,0
ENSG00000196581,AJAP1,NA,0,NA,NA,NA,0,NA,AJAP1,NA,0,NA,NA,NA,NA,NA
ENSG00000069424,KCNAB2,16.811066800000003,12.35545,19.15368,6.61865,8.7636,11.06271,14.7706,KCNAB2,21.4625,15.82189014,0.85455857,10.499775,16.569,12.54627347,11.95524
ENSG00000158286,RNF207,2.0984,0,1.4058000000000002,0,0.7821,0,0,RNF207,0,0,0,0,0,3.1311,0
ENSG00000187017,ESPN,0,0,0,NA,NA,0,0,ESPN,0,0,0,NA,NA,0,0
ENSG00000157330,CFAP107,NA,NA,NA,NA,1,NA,NA,CFAP107,NA,NA,0,NA,NA,NA,NA
ENSG00000277058,HNRNPCL3,NA,NA,0.5,NA,0.3333,NA,NA,HNRNPCL3,NA,0.1667,NA,NA,0,NA,0.2
ENSG00000204478,PRAMEF20,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
ENSG00000160072,ATAD3B,3.66566676,10.33375809,2.85909159,5.345899999999999,12.601575,5.19935013,1.5858917099999998,ATAD3B,7.0577,1.8168,7.58003341,4.3708,5.55496654,1.93966674,11.16351642
ENSG00000197785,ATAD3A,0,4.81953311,4.11426647,10.7975,0,2.10903323,0.17375000999999998,ATAD3A,2.41839181,2.01060823,0,4.88412459,0,0,1.98426676
ENSG00000197530,MIB2,13.88696637,22.3445,14.2154,23.1508,0,22.9164,16.331699999999998,MIB2,15.0457,17.2107,41.1628,8.127,6.8985,4.1445,10.3096
ENSG00000158786,PLA2G2F,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
ENSG00000162543,UBXN10,NA,NA,NA,0,0,0,NA,UBXN10,NA,NA,NA,NA,NA,0,NA
ENSG00000158825,CDA,0,0.5147999999999999,0.3692000399999999,0.7747,1.7775,0,0,CDA,0,0,0,0,1.365,0,0.987
ENSG00000179023,KLHDC7A,3.0448,0.5204,NA,NA,NA,0,NA,KLHDC7A,0.7186,0,0,0,0,0,NA
ENSG00000053372,MRTO4,8.0124,3.0280500000000004,4.9319999999999995,3.1104,0.4104,6.643599999999999,1.6775999999999998,MRTO4,2.4156,3.5188,6.7089,1.224,6.904,2.6499,5.956971660000001
ENSG00000040487,SLC66A1,0,0,1.0716,3.1551,0,2.8836,1.21495,SLC66A1,1.7654,4.5577,0,4.5264,3.0071999999999997,3.1552,6.5164
ENSG00000173436,MICOS10,15.5584,20.9118,13.6422,18.2169,21.1062,26.40785,25.1806,MICOS10,18.725199999999997,15.259799999999998,10.94405,37.1644,57.859199999999994,39.42637,41.8477
ENSG00000158828,PINK1,26.00125,2.47975,2.0258000000000003,10.20875,8.177,16.165499999999998,8.674199999999999,PINK1,13.4576,8.968300000000001,2.2832999999999997,6.436,4.222,6.3252,5.96
ENSG00000142794,NBPF3,19.9578,7.119800000000001,27.15806409,6.65225,18.81175,9.3984,20.90899794,NBPF3,7.0629993,11.31186552,11.2948,7.7837,6.2396,25.7796,12.491332240000002
ENSG00000162551,ALPL,0,0,0,0,0,0,0,ALPL,0,0,0,0,0,0,0
ENSG00000289715,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
ENSG00000158747,NBL1,32.391000000000005,39.7728,14.3754,29.772,34.3854,45.3654,35.910399999999996,NBL1,25.5339,9.0992,21.1023,46.68885,48.5632,21.96285,32.5732
ENSG00000270136,MICOS10-NBL1,0,4.7908,0,1.08445,3.2934,2.56925,0,MICOS10-NBL1,6.844799999999999,3.4114,1.45275,14.461049999999998,19.62875,3.60648,5.224
ENSG00000158748,HTR6,0,0,0,0,0,0,0,HTR6,0,0,0,0,0,0,0
ENSG00000169914,OTUD3,4.9242,0.617,3.9916,0,2.0601000000000003,0,1.672,OTUD3,0.7917,2.4472,0,6.2700000000000005,7.54399959,5.67,7.9692
ENSG00000162490,DRAXIN,3.1725,2.38,1.9575,1.1929500000000002,5.777200000000001,5.4648,0.9152,DRAXIN,3.6424,8.015,0,6.8766,6.53666755,0,0.9585
ENSG00000189409,MMP23B,0,0,0,0,0,0.11719992,0.5332,MMP23B,0,0,0,0.73394937,0,0,0.5162
ENSG00000169885,CALML6,NA,NA,0,0,0,0,0,CALML6,0,NA,0,NA,0,0,0
ENSG00000120942,UBIAD1,4.464,2.025,0,1.7493,0,3.9331,0,UBIAD1,4.3008,6.4233,3.2801599999999995,1.70746673,5.6742,0,1.51659996
ENSG00000204624,DISP3,0,0.4235,0,0,0,0,NA,DISP3,0,0,0,0,0,0,0
ENSG00000132879,FBXO44,8.8688,5.136,6.06133344,15.282,3.44255,4.3442,2.5578,FBXO44,9.317,3.6834,3.237,19.1637,11.1888,2.9889,13.8128
ENSG00000116663,FBXO6,6.20165,3.70841665,6.79650003,5.322,6.149399999999999,6.0183,11.56995,FBXO6,5.60285,5.4153,3.2096,3.87704997,0,0,2.5911333200000004
ENSG00000067606,PRKCZ,0.4094,0.204,0.1818,0,1.3431,0,0,PRKCZ,0,0,0,0,0,0,5.073
ENSG00000157933,SKI,9.0712,12.3585,5.278,13.07712,1.4608,20.8258,4.316,SKI,8.0817,3.88575009,13.9543,20.15346606,5.883699999999999,2.3222,1.6025
ENSG00000157916,RER1,63.88925,65.97955,58.400400000000005,59.11685,42.6426,72.7405,62.545,RER1,67.58475,47.4329,24.252,46.866899999999994,45.3908,64.70100000000001,27.5111
ENSG00000149527,PLCH2,0,0,1.0449,1.0805,0,0,0.7314999999999999,PLCH2,1.5114,0,0,0,0,0,0
ENSG00000186092,OR4F5,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA
ENSG00000187634,SAMD11,0,NA,NA,NA,0,0,0,SAMD11,NA,NA,NA,NA,NA,0,0
ENSG00000187961,KLHL17,0,0,4.8828,0,0,1.2624,2.1645000000000003,KLHL17,0,0,7.215,0,0,1.118,4.819500000000001
ENSG00000187583,PLEKHN1,1.974,0,0,1.1136,0,1.1345999999999998,0,PLEKHN1,2.192,2.5727338300000002,0,1.1739,0,5.5616,0
ENSG00000187608,ISG15,47.92095,51.23913322,30.038,41.06041675,7.226,44.702,29.77425,ISG15,30.9357,26.5678,25.9416,23.4414,11.3976,27.824,26.594700000000003
ENSG00000157873,TNFRSF14,32.42719992,52.907225,53.71845,29.81375,53.40755,64.4138,53.359550000000006,TNFRSF14,40.783,20.899,75.42599999999999,39.1356,22.6736,60.2466665,43.761599999999994
ENSG00000157870,PRXL2B,5.952100000000001,0,5.678,1.026,0,0,16.7352,PRXL2B,0,0,0,0,1.5134,0,0
ENSG00000177674,AGTRAP,11.10835,6.7703999999999995,2.2672000000000003,2.8266,17.316599999999998,4.2312,3.6485,AGTRAP,2.94,5.7759,2.0262,4.8848,4.59103337,1.6186,0.9844
ENSG00000215910,C1orf167,NA,NA,0,1,0,0,0,C1orf167,0,NA,1,0,NA,0,0
ENSG00000011021,CLCN6,14.62991661,8.575400039999998,19.917599999999997,8.98035,7.5114,9.4485,8.9978,CLCN6,12.0736,5.0134,24.8384,7.291799999999999,33.4908,10.3664,16.80105
ENSG00000083444,PLOD1,23.688599999999997,10.99605,19.58,13.324,2.8914,8.86815,19.4575,PLOD1,3.43185,12.83415,6.6135,5.15,8.329799999999999,7.183,3.6026
ENSG00000188157,AGRN,65.5224,128.86668321,124.75500012,134.43626653,21.78641663,122.5513,101.766,AGRN,64.46806674000001,43.67295,170.45985,97.80449984999998,89.66799999999999,54.41,71.7876
ENSG00000162571,TTLL10,NA,NA,NA,NA,NA,NA,NA,TTLL10,NA,NA,NA,NA,NA,NA,0
ENSG00000176022,B3GALT6,5.4152,26.936,2.2466399999999997,20.0368,0,17.86995,12.2206,B3GALT6,23.1267,6.63705,29.475599999999996,22.1103,22.308,8.059800000000001,3.927
ENSG00000162572,SCNN1D,0,0,0,0.8456,0,0.8272,0,SCNN1D,0,3.5055,0,0,0,0,1.3817
ENSG00000169972,PUSL1,0,0,0,0,0,0,0,PUSL1,0,0,1.3024,0,0,0,0.9842
ENSG00000142634,EFHD2,98.5275,92.27166674,81.82825,73.12543341,31.685983289999996,78.5688,64.5282,EFHD2,98.5665,46.37819999999999,110.95729995,104.6955,83.41755,68.53110000000001,73.18906672
ENSG00000162438,CTRC,0,0,0,0,0,2.088,0,CTRC,0,0,0,0,0,0,0
ENSG00000142615,CELA2A,NA,NA,0,NA,0,NA,NA,CELA2A,NA,NA,NA,NA,NA,0,NA
ENSG00000215704,CELA2B,NA,NA,0,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
ENSG00000116138,DNAJC16,22.20003589,18.29229987,16.36665677,15.765300000000002,10.33375,10.1829,10.71773323,DNAJC16,15.044,22.792499999999997,0,31.95773364,18.1937,16.253999999999998,12.6438
ENSG00000055070,SZRD1,67.9247,59.914100000000005,64.1041,52.731,48.5906,43.4181,43.113,SZRD1,54.08223346,54.0804,107.7273,52.43159988,79.94345,50.3445,80.56855
ENSG00000157191,NECAP2,103.92633313999998,89.23875,95.57075,105.34613308,55.90788319,118.31625,93.5676,NECAP2,122.98223306,72.47998317,20.82020004,148.37625,101.948,89.4474,111.9899
ENSG00000058453,CROCC,37.24443478,38.75771501,47.58075,23.7728,5.922,12.9035,34.719298110000004,CROCC,3.0911999999999997,15.5154,3.73924995,5.3721,5.0765,14.643,28.43009
ENSG00000142611,PRDM16,NA,NA,0,0,0,0,0,PRDM16,0,0,1.5365,NA,NA,0.9733,0
ENSG00000130762,ARHGEF16,0,0,NA,0,0,0,0,ARHGEF16,1,0,0,NA,0,0,NA
ENSG00000204859,ZBTB48,7.3444,11.5391,13.2937,5.5760000000000005,13.73225,4.98625,2.41575,ZBTB48,7.755,16.7913,0.9996,7.6108,0,0.41295,5.29335
ENSG00000116273,PHF13,20.6448,0,2.1224,6.553999999999999,2.1411,9.037,16.8168,PHF13,2.5139,0.48239999999999994,0.53225,2.4388,15.790399999999998,2.3964,5.8674
ENSG00000041988,THAP3,1.4868,7.2927,3.9744,0,0.2585,7.6452,3.5039,THAP3,5.313,2.0263,2.1518,3.765,3.80935,1.554,7.5284
ENSG00000171735,CAMTA1,4.85875,0,3.25149993,1.0584,2.4392,1.98815,13.287,CAMTA1,2.1641,0,0.652,1.2661,0,2.4315,0
ENSG00000049245,VAMP3,15.30133327,18.9714,17.58916675,9.2188,3.0843333200000003,16.90708325,15.331333419999998,VAMP3,27.0864,23.48733345,10.30026677,12.13326659,25.54434987,32.87533348,30.67366678
ENSG00000049246,PER3,1.589,9.05975,3.77195,9.5648,0,1.2735,0,PER3,5.161199999999999,0,1.216,13.256,0,6.00765,5.1029
ENSG00000116288,PARK7,15.1,11.3032,11.54215,0,11.71,8.903699999999999,11.1846,PARK7,2.1252,11.6253,6.7284,17.187733419999997,2.94465,9.7062,4.39525
ENSG00000162426,SLC45A1,0,NA,0,0,0,0,NA,SLC45A1,0,0,NA,NA,0,NA,0
ENSG00000131686,CA6,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
ENSG00000251503,CENPS-CORT,0,0,0,0,0,0,0,CENPS-CORT,0,0,2.9719,0,0,0,1.274
ENSG00000175279,CENPS,2.667,1.2772,6.012,0,0.16319999999999998,0.3975,1.1072,CENPS,0,0,2.2912,0,4.2075000000000005,1.3524,11.4924
ENSG00000241563,CORT,1.036,0,0,0,0,0,0,CORT,0,0,0,NA,0,0,0
ENSG00000142655,PEX14,3.8726,4.3218,6.5232,16.0425,5.113449999999999,14.3202,11.3216,PEX14,4.0248,3.717,1.6223999999999998,2.1468,11.8137,0,7.8112
ENSG00000120948,TARDBP,22.1529,28.58955,25.249,23.3495,25.95,23.03373324,17.139599999999998,TARDBP,24.841399999999997,15.4512,10.49068341,26.94475,16.1055,31.4963,16.9056
ENSG00000049239,H6PD,175.6786,149.71724999999998,203.06155,191.1558,124.3206,221.0425,153.4302,H6PD,139.8525,112.9086,150.00319992,156.8952,166.8144,174.10899999999998,173.65
ENSG00000171621,SPSB1,12.2604,8.1918,17.868000000000002,4.1925,6.7749,13.486,13.47,SPSB1,1.716,6.4656,4.1118999999999994,9.432,2.6123999999999996,8.4968,25.8012
ENSG00000171612,SLC25A33,7.5,0,0,3.2032,2.372,0,4.328,SLC25A33,5.079700000000001,3.39360021,8.16145,3.3768,7.934399999999999,4.0066,1.11724995
ENSG00000188807,TMEM201,0,2.0886,2.4288000000000003,1.2512,1.1128,2.268,0.8694000000000001,TMEM201,1.05625,0,0,0,5.1315,1.7279999999999998,0.33809999999999996
ENSG00000171608,PIK3CD,4.4528,2.6033,4.658399999999999,8.71,0,7.0288,8.0136,PIK3CD,8.932000200000001,8.082600000000001,1.0235999999999998,7.2117000000000004,5.59845,6.905,4.31825
ENSG00000117640,MTFR1L,29.1856,5.865600000000001,3.32325,10.287,13.9084,12.7908,1.8666,MTFR1L,10.4005,10.1897,8.3512,2.7279,10.9344,11.7512,13.7585
ENSG00000158008,EXTL1,0,0,0,0,0,0,0,EXTL1,0.7608,0,0,NA,0,0,1.8987
ENSG00000175087,PDIK1L,5.8432,12.83665,9.102,4.7677,3.6888,4.2192,5.086399999999999,PDIK1L,7.400399999999999,3.9882,0,0,0,3.026,12.6096
ENSG00000197245,FAM110D,NA,NA,NA,NA,NA,NA,0,FAM110D,NA,0,0,NA,4.83035196,0,0.07794
ENSG00000142684,ZNF593,0,0.25680000000000003,0,0,0,0,0,ZNF593,0,0,0,0,0,0,0
ENSG00000011009,LYPLA2,5.485049999999999,8.938799999999999,17.1879,13.1537,9.84485,11.3696,5.426,LYPLA2,10.262,8.118066569999998,24.92653352,5.10815,7.308400000000001,11.84738317,4.58596671
ENSG00000189266,PNRC2,81.26691651,43.64076677,94.6876,79.4043,50.297,74.13444987,50.6141,PNRC2,30.90395,70.05846681,34.80775,65.07765,53.651766740000006,90.7335,99.17740014
ENSG00000158055,GRHL3,0,0,0,0,0,0,0,GRHL3,0,0,5.6160000000000005,0,0,0,0
ENSG00000001461,NIPAL3,29,21.11445,29.63016,17.9132,11.1397,15.5184,24.97235,NIPAL3,32.46340038,15.1848,0,20.597,10.5385,27.972,24.8952
ENSG00000117602,RCAN3,10.0688,6.5688,13.7505,7.7532,8.8536,9.4024,16.747500000000002,RCAN3,11.81119968,5.930650000000001,0.9427,20.64,3.2885999999999997,7.728,12.2904
ENSG00000197312,DDI2,50.78639999999999,55.2761,33.833916550000005,25.4457,18.722,27.77514981,19.4104,DDI2,50.4968,47.51925000000001,9.4572,36.516000000000005,29.9608,38.6532,70.055
ENSG00000215695,RSC1A1,0.8569,4.3950000000000005,2.3897999999999997,1.127,2.0691,3.5420000000000003,5.231199999999999,RSC1A1,1.6136,0,0,0,7.4295,0,5.2143
ENSG00000116786,PLEKHM2,28.4292,40.2164,41.7131,33.47925,17.9996,40.88825,41.84213328,PLEKHM2,15.6608,20.3452,51.5286,38.6841,52.624,34.4264,20.46205
ENSG00000162461,SLC25A34,0.7098,1.0836,10.5792,9.401,7.7615,1.5774,7.534800000000001,SLC25A34,2.655,2.8419999999999996,6.288,3.6764,13.365,7.42,11.96600124
ENSG00000142675,CNKSR1,0.4528,0,0,0,0,0,NA,CNKSR1,0,0,0,NA,NA,1,0
ENSG00000130695,CEP85,0,1.52815,0,1.2681,0.2268,1.8468,0,CEP85,0,3.536,0,0,0,2.39825,0
ENSG00000142669,SH3BGRL3,68.2176,44.025,59.1871,42.6666,18.0215,16.8986,26.0964,SH3BGRL3,20.142,29.47325,52.0089,39.675999999999995,47.898,19.2487,25.7736
ENSG00000169442,CD52,2.1974166900000003,1.8704,0,0,0,7.421266579999999,0,CD52,0,3.5237999999999996,0,2.84665,0.93857499,3.956466609999999,0
ENSG00000060642,PIGV,3.4628,1.16,1.5202,5.43085,2.1705,8.5525,0,PIGV,5.234299999999999,4.0188,1.102,0,8.935,1.4807,11.431
ENSG00000204160,ZDHHC18,3.1745,9.0832,10.14505,9.18225,7.975199999999999,7.6192,4.8198,ZDHHC18,7.647200000000001,12.52393324,5.3473,22.4554,2.0208,6.066,8.620800000000001
ENSG00000175793,SFN,1.7616,0,0,0,0,0,5.4512,SFN,0,0,0,0,0,0,0
ENSG00000090273,NUDC,0,2.2872,0.30095,1.9035,0,4.10475,0.8946000000000001,NUDC,2.6939,0,0,10.88845,0,0,0.94083
ENSG00000253368,TRNP1,1.031,0,0,0,4.6215,0,0,TRNP1,0,0,0,0,0,0,0.907
ENSG00000204178,MACO1,7.329,9.45,14.893199999999998,8.52475,5.33,14.7048,4.76425,MACO1,3.48825,8.28,16.289800000000003,6.2669,8.086500000000001,10.455,16.744400000000002
ENSG00000157978,LDLRAP1,3.4153,0,1.3258,1.1525,0,0,0.5915999999999999,LDLRAP1,1.0044,0.5516,0,1.062,0.5316,2.4431999999999996,4.3081000000000005
ENSG00000117643,MAN1C1,0,2.1336,12.74,0,2.90895,0,3.058,MAN1C1,4.8461,0,16.5933,2.5056,6.119999999999999,7.6632,5.8225
ENSG00000162430,SELENON,23.097800000000003,30.26,35.29575,24.3257,8.109399999999999,21.20125,34.706399999999995,SELENON,12.4005,19.9341,13.582,31.758999999999997,11.849200000000002,15.51875,31.3506
ENSG00000255054,NA,0,0,0,0,4.5696,0,0,NA,0,1.6605,0,0,0,2.0068,0
ENSG00000162458,FBLIM1,3.9096,0,0,4.029,1.13575,0,0,FBLIM1,0,0.4922,1.06701691,9.9722,0.8525999999999999,1.9916,0
ENSG00000065526,SPEN,296.50066682,348.08895,364.5108,231.42825,184.0414,310.206,251.45549982,SPEN,237.77145,261.5895,360.89726686,113.79005,221.157,149.96685,240.86205
ENSG00000186510,CLCNKA,0,0,1.2816,2.7545,0,0,0,CLCNKA,0,0,0,0,0,0,0
ENSG00000133216,EPHB2,9.9465,10.0872,7.385,10.95435,13.494,10.092,15.2536,EPHB2,10.71675,6.6861,28.105,0,6.8999999999999995,5.954,4.0568
ENSG00000004487,KDM1A,28.60070019,20.566416510000003,21.0914,23.7704,19.945833500000003,23.6304,12.968,KDM1A,29.078999999999997,36.68644971,17.5352,18.5776,10.7838,17.1266668,25.5398
ENSG00000142676,RPL11,23.7909,19.5066,28.9655,20.0088,29.813466619999996,16.706666690000002,17.06466664,RPL11,11.32440003,16.95026669,2.1848,15.6793,27.250750050000004,25.28120004,41.31253328
ENSG00000011007,ELOA,39.0675,28.1402,30.048,41.91705,20.6361,26.273,24.365,ELOA,27.474,24.2973,15.4714,25.9532,27.4937,46.178,11.7756
ENSG00000057757,PITHD1,9.0222,6.658200000000001,7.4312,5.0313,3.6519,0,2.979,PITHD1,0,4.348599999999999,0,2.7744,6.0958,5.3928,14.013
ENSG00000142784,WDTC1,30.3589,33.561,45.5734,44.1672,24.298133429999996,41.3388,11.92425,WDTC1,33.43275,23.66,47.76915,38.793600000000005,26.73905,37.613400000000006,31.465
ENSG00000186501,TMEM222,0,8.138533229999998,2.844,1.58,4.3206,3.4391999999999996,3.5700000000000003,TMEM222,5.17125,3.942,14.0688,39.4779,0.9316,3.0713999999999997,13.0494
ENSG00000142765,SYTL1,0.9612,0,0,0,0,2.6348000000000003,0,SYTL1,0,0,0,0,1.07,0,0
ENSG00000181773,GPR3,0,0,NA,0,0,0,0,GPR3,0,NA,NA,NA,NA,0,NA
ENSG00000009780,FAM76A,10.486,12.4784,19.2577,7.089,7.312,10.1156,2.2152,FAM76A,17.7086,6.5872,5.929,13.0673,28.514,14.8782,6.3457
ENSG00000160050,CCDC28B,4.044300000000001,1.306,7.4896,1.6135,1.7226,1.6992,0,CCDC28B,6.058949999999999,1.4212,0,3.2718000000000003,0,2.256,0
ENSG00000160051,IQCC,4.1055,0,0,0,0,0,0,IQCC,2.205,0,0,NA,0,0,0
ENSG00000092847,AGO1,22.5528,29.1095,36.9149,23.8134,19.153866769999997,22.4006,39.3792,AGO1,39.2672,20.45505,18.620800000000003,19.8432,39.173199999999994,24.99705,26.736
ENSG00000164002,EXO5,2.9394,2.4864,2.0296,2.3712,0,4.2256,5.8373,EXO5,3.9593,8.505,0.3445,0.454,1.0323,0,3.5778
ENSG00000117010,ZNF684,0.9724,1.2382000000000002,0.5184,0,0,5.53435,0,ZNF684,0,5.3536,0,1.0132,0,0,5.5377
ENSG00000066136,NFYC,18.3357,29.43373316,10.6072,15.34425,17.59093344,21.51041655,7.61025,NFYC,8.23720008,13.34239992,12.15,25.0481,14.98385,21.6931,40.6696
ENSG00000117013,KCNQ4,1.904,0,0,0,0,0,0,KCNQ4,0,0,0,0,0,5.3628,0
ENSG00000171793,CTPS1,17.4075,2.0144,5.1285,0.2188,1.3429,9.288,7.5078,CTPS1,5.3535,7.4281,0.954,11.4948,7.9945,6.3765,8.0228
ENSG00000117682,DHDDS,54.65021709,68.14529999999999,59.8216,38.78875,41.63475,62.491499999999995,30.4530003,DHDDS,37.59003,44.9984,31.4208,53.745999999999995,27.0543,63.27325,47.506800000000005
ENSG00000198830,HMGN2,112.77264,149.75988209,154.60446,169.654555,97.39224,167.30670258,117.640935,HMGN2,231.18202604000004,192.01615384,170.73545244,251.4770194,231.97234403,245.33632017,273.30015851999997
ENSG00000117676,RPS6KA1,11.97613336,17.92115,7.24325,8.7454,13.854,34.4564,42.4128,RPS6KA1,12.2406,14.172200039999998,22.6733,18.41035,9.566,20.0367,14.16645
ENSG00000117713,ARID1A,427.66625,503.68541625,478.8114,440.88761608999994,333.7728,400.7206000000001,347.55974999999995,ARID1A,658.06603254,439.8138,632.5626,604.75874913,515.0439,388.633,472.344
ENSG00000183682,BMP8A,0,0,0,0,0.81675,0,0,BMP8A,0,0,0,0,0.5488,0,0
ENSG00000084072,PPIE,3.4617,0.9018,3.01625,11.5431,2.81405,7.1172,1.872,PPIE,15.9599,4.12145,1.345,9.61645,4.0222999999999995,13.965,15.99
ENSG00000168389,MFSD2A,0,0,0,1.3552000000000002,6.276,6.4928,4.1952,MFSD2A,1.491,1.9533,3.374,5.9007000000000005,10.5525,0,7.3955
ENSG00000131236,CAP1,143.748,87.90899999999999,115.10051656999998,82.89050010000001,55.70693328,88.83878674,69.6051666,CAP1,110.32856654,68.37525,86.6503,110.18408347000002,79.02106674000001,85.27671658999999,94.1133334
ENSG00000117000,RLF,34.945,15.778,25.4505,27.78375,37.081,49.4865,35.020399999999995,RLF,15.2048,21.7736,2.0636,16.16505,14.89595,37.583,29.648
ENSG00000188800,TMCO2,NA,0,NA,NA,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
ENSG00000070831,CDC42,302.27259971999996,223.83685809,265.85550027,242.23154967,229.04032000000004,286.88579999999996,198.86035,CDC42,216.60253308,217.22675,129.47873354,327.79449999999997,252.99487521,347.52505697000004,325.20189143
ENSG00000184677,ZBTB40,11.2966,2.2203,14.9804,13.09,13.119599999999998,27.2405,13.8,ZBTB40,14.5712,13.3281,4.1155,4.9517,3.1451,17.521,16.7928
ENSG00000189280,GJB5,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
ENSG00000188910,GJB3,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA
ENSG00000187513,GJA4,0,0,0,0,0,0,0,GJA4,0,0,0,0,0,0,0.3496
ENSG00000197056,ZMYM1,5.6274665100000005,1.884,9.4564,3.531,7.0763,4.849,0,ZMYM1,3.724,2.0259,20.61285,16.56648,8.7044,2.24875,14.742
ENSG00000159023,EPB41,29.8034,40.9266,33.8922,19.37875,30.602399999999996,20.6505,8.134,EPB41,22.45036679,20.69271659,22.607127189999996,27.25555,10.9104,15.05618341,24.3455001
ENSG00000060656,PTPRU,0,0,0,0,0,0,1.8204,PTPRU,0,0,0,0,0,0,0
ENSG00000121766,ZCCHC17,4.9841,3.93225,8.8088,15.0516,16.0854,7.4144,11.1618,ZCCHC17,3.25166675,2.007,0,4.4746999999999995,7.095,7.4844,7.36125
ENSG00000168528,SERINC2,0.309,1.5694,3.2306999999999997,0,6.6,3.0464,0,SERINC2,0,1.9481,0,1.8942,8.056799999999999,0,0
ENSG00000142920,AZIN2,3.9742,0,0,0,3.045,6.8159,1.4996,AZIN2,0,0,0,0,0,4.0803,4.6782
ENSG00000160094,ZNF362,53.13,42.22698293,28.80366644,20.2014,8.3353,32.04825039000001,10.4168,ZNF362,31.2128,48.6354,47.9388,14.3523,39.78775,23.66425,42.70995
ENSG00000121903,ZSCAN20,32.921,24.59925,34.6236,3.1136,23.0709,27.999,13.0935,ZSCAN20,22.8,20.87259966,9.85632,9.7371,19.3444,23.83125,19.692
ENSG00000130770,ATP5IF1,4.3586,1.0269,2.7064,0,2.0288,3.0723,2.8139999999999996,ATP5IF1,0,0,0,3.5420000000000003,2.5023,0,1.995
ENSG00000130766,SESN2,72.36144999999999,76.0663,80.5016,75.779,39.1644,79.57,65.4596,SESN2,69.08279999999999,52.316,53.529,63.522200000000005,74.01740000000001,52.9523,53.99625
ENSG00000130772,MED18,0.8127,0,3.0627999999999997,2.79183345,0.25589999999999996,1.1327999999999998,0,MED18,1.3975,0,4.82688,3.78,1.6739,0,14.06710041
ENSG00000204138,PHACTR4,82.6686,77.34133301,85.3485003,77.32000000000001,67.36080000000001,72.017,54.6,PHACTR4,94.64728056,76.4688,59.64074982,145.9212,77.35508285,68.30005,64.78606637
ENSG00000204060,FOXO6,NA,0,NA,NA,NA,0,0,FOXO6,NA,0,NA,NA,NA,NA,NA
ENSG00000177181,RIMKLA,0,0.03,0,0,0,0,0,RIMKLA,0,0,0,0,0,0,0
ENSG00000127125,PPCS,8.9664,4.3524,1.7108,0,9.1034,12.5037,9.0376,PPCS,0,3.5644,0,4.669,4.0914,3.7392,0
ENSG00000186409,CCDC30,4.5484,2.4492,8.65675,2.24515,5.49585,6.84045,1.7548,CCDC30,3.729,3.1679999999999997,0,1.304,2.2618,0.3096,7.097
ENSG00000162493,PDPN,424.904975,241.822,311.53166680000004,214.224675,256.36251679000003,254.8997,223.59655,PDPN,208.25465,241.02458345,130.76864991,221.48965,346.73994999999996,356.46665,293.78277489
